age,education,educationNum,married,race,sex,capitalGain,capitalLoss,hrPerWeek,income
35,HSgrad,9,notMarried,Black,Female,0,0,38,<=50K
32,nonHSgrad,7,married,White,Male,0,0,45,<=50K
23,someCollege,10,married,Black,Male,0,0,50,<=50K
19,HSgrad,9,notMarried,White,Female,0,0,15,<=50K
44,someCollege,10,married,White,Male,0,0,40,<=50K
20,HSgrad,9,notMarried,Black,Male,0,0,35,<=50K
44,bachelors,13,married,White,Male,0,0,30,<=50K
41,HSgrad,9,married,White,Male,3464,0,40,<=50K
19,someCollege,10,notMarried,White,Female,0,0,40,<=50K
48,HSgrad,9,notMarried,White,Female,0,0,35,<=50K
45,someCollege,10,married,White,Male,0,0,65,>50K
40,nonHSgrad,4,married,Asian-Pac-Islander,Male,0,0,42,<=50K
34,HSgrad,9,married,White,Male,0,0,55,>50K
20,someCollege,10,notMarried,Other,Female,0,0,40,<=50K
33,someCollege,10,notMarried,White,Female,0,0,40,<=50K
30,HSgrad,9,married,White,Female,0,0,20,<=50K
23,someCollege,10,notMarried,White,Male,0,0,32,<=50K
34,nonHSgrad,6,notMarried,White,Female,0,0,38,<=50K
48,someCollege,10,married,White,Male,0,0,40,>50K
32,nonHSgrad,7,notMarried,White,Female,0,0,49,<=50K
42,someCollege,10,married,Black,Male,0,0,40,>50K
22,HSgrad,9,notMarried,Asian-Pac-Islander,Male,0,0,40,<=50K
60,HSgrad,9,married,White,Male,0,0,42,>50K
42,bachelors,13,married,White,Male,0,0,55,>50K
45,bachelors,13,notMarried,White,Female,0,0,55,<=50K
47,HSgrad,9,notMarried,White,Female,0,0,32,<=50K
29,masters,14,married,White,Female,0,0,40,>50K
34,bachelors,13,notMarried,White,Male,0,0,38,<=50K
34,bachelors,13,notMarried,White,Female,0,0,40,>50K
39,HSgrad,9,married,White,Male,0,0,40,<=50K
29,someCollege,10,notMarried,White,Female,0,0,24,<=50K
42,someCollege,10,notMarried,White,Male,0,0,60,<=50K
48,nonHSgrad,7,notMarried,Black,Female,0,0,35,<=50K
53,bachelors,13,married,Black,Male,0,1902,40,>50K
51,someCollege,10,notMarried,White,Female,0,0,45,<=50K
44,bachelors,13,married,White,Male,0,0,90,<=50K
46,assoc,11,married,White,Male,0,0,60,>50K
51,doctorate,16,notMarried,White,Female,4787,0,60,>50K
32,someCollege,10,notMarried,White,Female,0,0,40,<=50K
22,HSgrad,9,notMarried,Black,Male,0,1602,30,<=50K
24,someCollege,10,notMarried,White,Male,0,0,45,<=50K
33,assoc,11,notMarried,Black,Female,0,0,26,<=50K
47,HSgrad,9,married,White,Male,0,0,90,<=50K
64,masters,14,notMarried,White,Male,0,0,50,<=50K
62,bachelors,13,married,White,Male,0,0,50,>50K
52,HSgrad,9,married,White,Male,0,0,40,>50K
39,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
42,HSgrad,9,married,White,Male,0,0,48,<=50K
38,bachelors,13,married,White,Male,7688,0,42,>50K
55,nonHSgrad,4,married,White,Male,0,0,50,<=50K
29,HSgrad,9,married,White,Female,0,0,27,<=50K
42,assoc,12,notMarried,White,Female,0,0,24,<=50K
30,assoc,12,married,White,Female,0,0,50,>50K
32,nonHSgrad,5,married,White,Male,0,0,40,<=50K
36,HSgrad,9,married,White,Male,3464,0,30,<=50K
50,nonHSgrad,7,notMarried,Black,Female,3674,0,40,<=50K
27,HSgrad,9,notMarried,Asian-Pac-Islander,Male,0,0,40,<=50K
47,HSgrad,9,married,White,Male,0,0,60,<=50K
33,nonHSgrad,5,notMarried,White,Male,0,0,35,<=50K
48,someCollege,10,notMarried,White,Male,0,0,40,<=50K
23,nonHSgrad,4,notMarried,White,Male,0,0,35,<=50K
31,bachelors,13,married,White,Male,0,0,40,>50K
26,someCollege,10,married,Black,Male,0,0,40,<=50K
61,HSgrad,9,married,Asian-Pac-Islander,Male,0,0,63,<=50K
50,bachelors,13,notMarried,Black,Male,0,0,40,<=50K
49,assoc,11,married,White,Male,0,0,40,>50K
57,nonHSgrad,3,married,White,Male,7298,0,84,>50K
19,HSgrad,9,notMarried,Asian-Pac-Islander,Male,0,0,24,<=50K
18,nonHSgrad,7,notMarried,White,Male,0,0,15,<=50K
44,assoc,12,married,White,Female,0,0,99,<=50K
54,assoc,11,married,White,Male,0,0,50,<=50K
35,HSgrad,9,married,White,Male,0,0,40,>50K
27,masters,14,notMarried,Asian-Pac-Islander,Male,0,0,20,<=50K
50,HSgrad,9,married,White,Male,0,0,50,<=50K
43,HSgrad,9,married,White,Male,0,0,40,<=50K
28,someCollege,10,notMarried,White,Male,0,0,40,<=50K
47,HSgrad,9,married,White,Male,0,0,40,<=50K
21,nonHSgrad,1,notMarried,White,Male,0,0,50,<=50K
30,profSchool,15,notMarried,White,Female,0,0,45,<=50K
19,HSgrad,9,notMarried,White,Male,0,0,45,<=50K
40,someCollege,10,married,White,Male,0,1485,40,<=50K
55,masters,14,married,White,Male,0,0,50,>50K
67,HSgrad,9,notMarried,White,Male,0,0,20,<=50K
31,assoc,11,notMarried,White,Male,0,0,43,<=50K
30,assoc,11,notMarried,White,Male,0,0,40,<=50K
54,nonHSgrad,1,married,White,Female,0,0,40,<=50K
51,bachelors,13,notMarried,Amer-Indian-Eskimo,Female,0,0,43,<=50K
34,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
59,masters,14,married,White,Male,0,0,45,>50K
50,HSgrad,9,notMarried,White,Female,0,0,38,<=50K
29,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
17,nonHSgrad,6,notMarried,White,Male,0,0,40,<=50K
24,HSgrad,9,notMarried,White,Female,0,0,30,<=50K
52,nonHSgrad,1,married,White,Male,0,0,40,<=50K
39,masters,14,married,White,Female,0,1902,18,>50K
18,nonHSgrad,8,notMarried,White,Female,0,0,25,<=50K
32,someCollege,10,notMarried,Black,Male,0,0,40,<=50K
25,someCollege,10,notMarried,White,Female,0,0,50,<=50K
34,HSgrad,9,notMarried,White,Female,0,0,45,<=50K
44,HSgrad,9,married,White,Male,0,1902,40,>50K
37,someCollege,10,notMarried,White,Female,0,0,40,<=50K
39,masters,14,married,White,Female,0,2415,65,>50K
32,profSchool,15,married,White,Male,0,0,40,>50K
23,someCollege,10,notMarried,White,Female,0,0,28,<=50K
45,someCollege,10,notMarried,White,Male,0,0,42,<=50K
30,nonHSgrad,7,notMarried,White,Male,0,0,40,<=50K
20,nonHSgrad,8,notMarried,White,Female,0,0,10,<=50K
41,HSgrad,9,married,White,Male,0,0,4,<=50K
21,HSgrad,9,notMarried,White,Female,0,0,30,<=50K
48,nonHSgrad,4,married,Asian-Pac-Islander,Male,0,0,30,<=50K
31,HSgrad,9,married,White,Male,5178,0,45,>50K
34,assoc,11,notMarried,Black,Male,0,0,40,<=50K
25,HSgrad,9,notMarried,Black,Male,0,0,40,<=50K
41,bachelors,13,notMarried,White,Male,0,0,35,<=50K
35,profSchool,15,married,White,Male,0,0,50,>50K
42,bachelors,13,notMarried,White,Female,0,0,40,<=50K
34,HSgrad,9,married,White,Male,0,0,75,>50K
44,nonHSgrad,6,married,White,Male,4386,0,60,<=50K
32,bachelors,13,married,White,Male,0,0,40,>50K
25,someCollege,10,notMarried,Asian-Pac-Islander,Male,0,0,40,<=50K
23,nonHSgrad,7,married,White,Male,0,0,50,<=50K
36,profSchool,15,notMarried,Other,Male,0,0,40,>50K
53,bachelors,13,notMarried,White,Male,0,0,60,>50K
27,doctorate,16,notMarried,White,Male,0,0,52,<=50K
27,bachelors,13,notMarried,White,Female,0,0,65,<=50K
57,HSgrad,9,notMarried,White,Female,0,0,45,<=50K
17,nonHSgrad,7,notMarried,White,Female,0,0,20,<=50K
59,HSgrad,9,notMarried,White,Female,0,0,38,<=50K
34,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
30,nonHSgrad,6,married,White,Male,0,0,55,<=50K
31,assoc,12,notMarried,Black,Female,0,0,45,<=50K
18,nonHSgrad,7,notMarried,White,Male,0,0,40,<=50K
23,someCollege,10,notMarried,White,Male,0,0,30,<=50K
19,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
20,assoc,11,notMarried,White,Male,0,0,40,<=50K
52,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
39,bachelors,13,married,White,Male,0,0,50,>50K
27,HSgrad,9,notMarried,White,Female,0,0,50,<=50K
19,someCollege,10,notMarried,White,Female,0,0,35,<=50K
38,bachelors,13,married,White,Female,0,0,15,<=50K
19,HSgrad,9,notMarried,White,Male,0,0,16,<=50K
34,bachelors,13,married,White,Female,0,1887,40,>50K
41,HSgrad,9,married,White,Male,0,0,45,<=50K
23,HSgrad,9,married,White,Female,2105,0,40,<=50K
24,assoc,12,notMarried,White,Male,0,0,12,<=50K
24,bachelors,13,notMarried,White,Female,0,0,40,<=50K
22,nonHSgrad,6,notMarried,Amer-Indian-Eskimo,Male,0,0,84,<=50K
45,profSchool,15,married,White,Male,0,0,60,>50K
45,HSgrad,9,married,White,Male,0,0,60,>50K
48,bachelors,13,married,Asian-Pac-Islander,Male,0,0,40,>50K
42,bachelors,13,married,White,Male,0,0,60,<=50K
35,someCollege,10,married,White,Male,0,0,50,<=50K
32,HSgrad,9,notMarried,Amer-Indian-Eskimo,Female,0,0,40,<=50K
51,HSgrad,9,married,White,Female,0,0,32,<=50K
59,someCollege,10,married,White,Male,0,0,40,>50K
31,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
27,bachelors,13,notMarried,White,Male,0,0,50,<=50K
29,bachelors,13,married,Black,Male,4386,0,80,>50K
57,assoc,12,notMarried,White,Female,0,0,35,<=50K
40,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
31,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
23,nonHSgrad,4,notMarried,White,Male,0,0,40,<=50K
42,HSgrad,9,notMarried,White,Female,0,0,35,<=50K
60,HSgrad,9,married,White,Male,0,0,40,<=50K
53,masters,14,notMarried,White,Female,14344,0,50,>50K
20,someCollege,10,notMarried,White,Female,0,0,40,<=50K
27,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
31,HSgrad,9,married,White,Male,0,0,45,<=50K
29,bachelors,13,notMarried,White,Male,0,0,40,<=50K
22,bachelors,13,notMarried,White,Male,0,0,40,<=50K
42,bachelors,13,notMarried,White,Female,0,1564,38,>50K
63,profSchool,15,married,White,Male,15024,0,50,>50K
28,HSgrad,9,married,White,Male,0,0,40,<=50K
79,someCollege,10,married,White,Male,0,0,20,<=50K
39,HSgrad,9,married,White,Male,7298,0,40,>50K
29,nonHSgrad,8,notMarried,Other,Male,0,0,40,<=50K
60,nonHSgrad,4,notMarried,White,Male,0,0,40,<=50K
58,nonHSgrad,8,married,White,Female,0,0,24,<=50K
20,assoc,12,notMarried,White,Female,0,2205,18,<=50K
44,HSgrad,9,married,White,Male,0,0,65,>50K
47,HSgrad,9,married,White,Male,0,0,48,<=50K
59,HSgrad,9,married,White,Male,0,0,24,>50K
37,masters,14,notMarried,White,Male,0,0,65,<=50K
21,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
68,assoc,11,notMarried,White,Female,0,0,40,<=50K
43,someCollege,10,married,White,Male,5013,0,40,<=50K
23,someCollege,10,notMarried,Black,Female,0,0,40,<=50K
23,HSgrad,9,notMarried,White,Female,0,0,33,<=50K
40,masters,14,notMarried,White,Female,0,1876,35,<=50K
45,someCollege,10,notMarried,White,Female,0,0,35,<=50K
34,assoc,11,married,White,Male,3103,0,60,>50K
22,someCollege,10,notMarried,White,Male,0,0,40,<=50K
38,bachelors,13,married,White,Male,0,0,50,>50K
24,someCollege,10,notMarried,White,Male,0,0,49,<=50K
23,HSgrad,9,married,White,Female,0,0,40,<=50K
39,someCollege,10,married,White,Male,0,0,45,>50K
26,someCollege,10,notMarried,White,Male,0,0,40,<=50K
24,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
22,someCollege,10,notMarried,White,Male,0,0,25,<=50K
36,bachelors,13,married,White,Male,0,0,55,<=50K
20,someCollege,10,notMarried,White,Female,0,0,20,<=50K
18,nonHSgrad,7,notMarried,Black,Male,0,0,8,<=50K
38,bachelors,13,married,White,Male,0,0,40,>50K
43,bachelors,13,notMarried,White,Male,0,0,35,<=50K
56,HSgrad,9,notMarried,Black,Male,0,0,40,<=50K
42,masters,14,married,White,Male,0,0,40,>50K
35,bachelors,13,married,White,Male,0,0,50,>50K
31,someCollege,10,notMarried,White,Female,0,0,45,<=50K
73,nonHSgrad,2,married,White,Male,0,1735,20,<=50K
32,someCollege,10,notMarried,White,Female,0,0,42,<=50K
37,masters,14,married,White,Male,15024,0,45,>50K
66,HSgrad,9,married,White,Male,0,0,10,<=50K
22,HSgrad,9,notMarried,White,Female,0,0,35,<=50K
51,assoc,11,married,White,Male,0,0,40,<=50K
31,HSgrad,9,notMarried,White,Male,0,0,35,<=50K
65,HSgrad,9,notMarried,White,Female,0,2206,59,<=50K
39,HSgrad,9,married,Black,Female,0,0,45,<=50K
48,someCollege,10,married,White,Female,0,0,37,<=50K
20,someCollege,10,notMarried,White,Female,0,0,40,<=50K
28,assoc,12,notMarried,White,Male,0,0,40,<=50K
48,bachelors,13,married,White,Male,4386,0,50,>50K
29,profSchool,15,married,White,Male,0,0,80,<=50K
36,doctorate,16,notMarried,White,Male,0,0,30,>50K
35,bachelors,13,married,White,Male,0,0,45,>50K
31,someCollege,10,married,White,Male,0,0,40,>50K
48,HSgrad,9,married,White,Male,0,0,40,<=50K
36,assoc,11,notMarried,White,Male,0,0,45,<=50K
40,HSgrad,9,married,White,Male,0,0,50,<=50K
57,HSgrad,9,married,White,Male,0,0,15,<=50K
26,bachelors,13,notMarried,White,Female,4865,0,35,<=50K
37,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
65,doctorate,16,married,White,Male,0,0,40,>50K
26,nonHSgrad,6,notMarried,White,Female,0,0,32,<=50K
42,someCollege,10,married,White,Male,0,0,40,<=50K
47,masters,14,married,White,Male,0,0,40,>50K
62,nonHSgrad,4,notMarried,White,Male,0,0,40,<=50K
27,assoc,11,notMarried,White,Male,0,0,50,<=50K
76,someCollege,10,notMarried,White,Male,0,0,8,<=50K
20,someCollege,10,notMarried,White,Female,0,0,40,<=50K
29,bachelors,13,notMarried,White,Female,0,0,40,<=50K
29,nonHSgrad,8,married,White,Male,0,0,40,>50K
32,nonHSgrad,6,notMarried,White,Male,0,0,40,<=50K
22,someCollege,10,married,White,Male,0,0,40,<=50K
30,HSgrad,9,notMarried,Black,Female,0,0,50,<=50K
43,someCollege,10,notMarried,White,Female,0,0,40,<=50K
23,bachelors,13,married,White,Male,0,0,20,<=50K
44,profSchool,15,married,White,Male,0,0,40,>50K
41,bachelors,13,notMarried,White,Male,0,0,40,<=50K
49,masters,14,notMarried,Black,Female,7430,0,40,>50K
30,HSgrad,9,notMarried,White,Male,0,0,45,>50K
23,someCollege,10,notMarried,White,Male,0,0,35,<=50K
39,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
32,bachelors,13,married,White,Male,0,0,60,>50K
50,someCollege,10,married,White,Male,0,1887,35,>50K
19,someCollege,10,notMarried,White,Female,0,0,40,<=50K
35,bachelors,13,married,White,Male,0,0,52,>50K
23,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
25,someCollege,10,notMarried,White,Male,0,0,40,<=50K
40,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
30,bachelors,13,married,Black,Male,0,0,42,>50K
52,someCollege,10,married,White,Male,0,0,40,>50K
49,someCollege,10,married,Black,Male,0,0,60,<=50K
24,bachelors,13,notMarried,White,Female,0,0,40,<=50K
46,bachelors,13,married,White,Male,15024,0,40,>50K
39,bachelors,13,married,White,Male,0,0,50,>50K
45,bachelors,13,married,White,Male,0,0,50,>50K
62,bachelors,13,married,White,Female,0,1258,38,<=50K
43,bachelors,13,married,White,Male,0,1977,50,>50K
45,someCollege,10,notMarried,White,Female,0,0,40,<=50K
62,HSgrad,9,married,White,Male,0,0,40,<=50K
48,nonHSgrad,3,notMarried,White,Male,0,0,40,<=50K
56,HSgrad,9,notMarried,Black,Female,0,0,40,<=50K
28,HSgrad,9,notMarried,White,Female,0,0,35,<=50K
23,HSgrad,9,notMarried,Black,Male,0,0,40,<=50K
43,HSgrad,9,notMarried,White,Female,0,0,35,<=50K
26,bachelors,13,married,White,Male,0,0,40,>50K
36,HSgrad,9,married,White,Male,0,0,50,>50K
55,doctorate,16,notMarried,White,Female,0,0,60,<=50K
48,bachelors,13,notMarried,White,Female,0,0,50,<=50K
43,nonHSgrad,3,married,Asian-Pac-Islander,Female,0,2129,72,<=50K
38,assoc,11,married,White,Male,0,0,45,>50K
18,HSgrad,9,notMarried,White,Male,0,0,30,<=50K
56,HSgrad,9,married,White,Male,0,0,70,<=50K
39,masters,14,notMarried,White,Male,0,0,40,<=50K
46,nonHSgrad,3,notMarried,White,Male,0,0,50,<=50K
36,nonHSgrad,7,notMarried,Amer-Indian-Eskimo,Male,0,0,65,<=50K
42,HSgrad,9,married,White,Male,0,2002,40,<=50K
50,HSgrad,9,married,White,Male,0,0,50,>50K
17,nonHSgrad,7,notMarried,White,Male,0,0,20,<=50K
57,nonHSgrad,4,notMarried,Black,Female,0,0,40,<=50K
73,HSgrad,9,notMarried,White,Female,0,0,12,<=50K
50,someCollege,10,notMarried,White,Male,0,0,40,<=50K
35,someCollege,10,notMarried,White,Male,0,0,45,<=50K
27,someCollege,10,married,White,Male,0,0,45,<=50K
24,someCollege,10,notMarried,White,Female,0,0,40,<=50K
27,someCollege,10,notMarried,White,Male,0,0,40,<=50K
23,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
25,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
51,bachelors,13,married,White,Male,0,0,40,>50K
26,nonHSgrad,6,married,White,Female,0,0,40,<=50K
47,someCollege,10,married,White,Male,0,0,45,<=50K
40,HSgrad,9,notMarried,Black,Male,0,0,40,<=50K
58,nonHSgrad,5,notMarried,White,Female,0,0,40,<=50K
25,someCollege,10,notMarried,White,Female,0,0,40,<=50K
29,HSgrad,9,married,White,Female,0,0,18,<=50K
36,nonHSgrad,7,married,White,Male,0,0,43,<=50K
46,HSgrad,9,notMarried,White,Female,0,0,60,<=50K
69,nonHSgrad,2,notMarried,Black,Female,0,0,4,<=50K
69,HSgrad,9,notMarried,White,Female,1848,0,40,<=50K
28,HSgrad,9,notMarried,Black,Female,0,0,40,<=50K
20,HSgrad,9,notMarried,White,Male,0,0,48,<=50K
54,HSgrad,9,notMarried,Black,Female,3887,0,35,<=50K
25,someCollege,10,notMarried,White,Male,0,0,40,<=50K
64,HSgrad,9,married,White,Male,3471,0,40,<=50K
17,HSgrad,9,notMarried,White,Female,0,0,20,<=50K
53,HSgrad,9,married,White,Male,0,0,40,<=50K
50,nonHSgrad,5,notMarried,White,Male,0,0,50,<=50K
57,HSgrad,9,married,White,Female,0,0,38,<=50K
51,someCollege,10,married,White,Male,0,2603,40,<=50K
20,someCollege,10,notMarried,White,Male,0,0,30,<=50K
47,someCollege,10,married,White,Male,0,0,40,<=50K
25,HSgrad,9,notMarried,White,Male,0,0,52,<=50K
50,profSchool,15,married,White,Male,0,0,52,>50K
20,HSgrad,9,notMarried,White,Female,0,0,30,<=50K
43,profSchool,15,married,White,Male,0,1977,70,>50K
46,bachelors,13,notMarried,White,Female,0,0,40,<=50K
54,HSgrad,9,notMarried,White,Female,0,0,38,<=50K
53,someCollege,10,notMarried,Amer-Indian-Eskimo,Female,0,0,15,<=50K
21,HSgrad,9,notMarried,White,Male,0,0,30,<=50K
58,someCollege,10,notMarried,White,Male,0,0,40,<=50K
30,bachelors,13,married,White,Male,0,0,55,>50K
61,HSgrad,9,married,Black,Female,0,0,40,<=50K
56,someCollege,10,notMarried,White,Female,0,0,35,<=50K
59,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
72,HSgrad,9,married,White,Male,0,0,20,<=50K
33,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
46,HSgrad,9,married,White,Female,0,0,40,>50K
46,someCollege,10,married,White,Male,0,0,38,>50K
48,HSgrad,9,notMarried,Black,Female,0,0,28,<=50K
33,HSgrad,9,married,White,Male,0,0,40,<=50K
21,someCollege,10,notMarried,White,Female,0,0,40,<=50K
27,HSgrad,9,notMarried,White,Female,0,0,45,<=50K
31,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
28,bachelors,13,notMarried,White,Male,0,0,40,<=50K
45,someCollege,10,notMarried,White,Female,0,0,38,<=50K
51,HSgrad,9,married,White,Male,4386,0,40,>50K
46,HSgrad,9,notMarried,Black,Female,0,0,40,<=50K
25,someCollege,10,married,White,Male,0,0,25,<=50K
61,someCollege,10,married,White,Male,7688,0,40,>50K
17,nonHSgrad,7,notMarried,White,Female,0,0,30,<=50K
26,bachelors,13,notMarried,White,Male,3325,0,40,<=50K
35,nonHSgrad,6,notMarried,White,Male,0,0,60,<=50K
33,nonHSgrad,7,married,White,Male,0,0,70,<=50K
37,nonHSgrad,8,married,Asian-Pac-Islander,Female,0,0,33,<=50K
39,HSgrad,9,notMarried,White,Female,0,0,35,<=50K
42,HSgrad,9,notMarried,White,Female,0,0,30,<=50K
35,bachelors,13,married,White,Male,4386,0,47,>50K
45,HSgrad,9,notMarried,White,Female,0,0,50,>50K
47,bachelors,13,notMarried,White,Male,0,0,40,>50K
64,nonHSgrad,7,married,White,Male,0,0,48,<=50K
39,profSchool,15,married,White,Female,15024,0,47,>50K
43,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
34,HSgrad,9,married,White,Male,0,0,40,<=50K
62,bachelors,13,married,White,Male,3103,0,40,>50K
53,someCollege,10,married,White,Male,15024,0,40,>50K
31,bachelors,13,married,White,Male,0,0,40,<=50K
26,HSgrad,9,married,White,Male,0,0,40,<=50K
56,nonHSgrad,4,married,White,Male,0,0,50,>50K
43,someCollege,10,notMarried,White,Female,0,0,40,<=50K
33,someCollege,10,notMarried,Black,Male,0,0,35,<=50K
45,someCollege,10,married,White,Male,0,1485,40,>50K
46,someCollege,10,notMarried,White,Male,0,0,55,<=50K
26,assoc,11,married,White,Male,0,0,80,<=50K
24,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
43,bachelors,13,married,White,Male,0,0,50,>50K
40,assoc,11,notMarried,White,Male,0,0,40,<=50K
61,nonHSgrad,4,notMarried,White,Male,0,0,35,<=50K
34,someCollege,10,notMarried,Black,Female,0,0,72,<=50K
85,HSgrad,9,notMarried,White,Male,0,0,35,<=50K
41,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
31,assoc,12,notMarried,White,Female,3325,0,35,<=50K
22,someCollege,10,notMarried,White,Female,0,0,30,<=50K
60,HSgrad,9,notMarried,Black,Female,0,0,40,<=50K
29,assoc,12,notMarried,White,Female,0,0,36,<=50K
34,HSgrad,9,married,White,Male,0,0,40,<=50K
35,bachelors,13,notMarried,Asian-Pac-Islander,Female,2977,0,45,<=50K
24,HSgrad,9,notMarried,White,Male,0,0,30,<=50K
45,masters,14,notMarried,Black,Male,0,0,40,<=50K
21,nonHSgrad,8,notMarried,Black,Male,0,0,20,<=50K
30,assoc,12,married,White,Female,0,1485,37,>50K
50,someCollege,10,married,White,Male,0,0,99,>50K
41,HSgrad,9,married,White,Male,0,0,40,>50K
21,HSgrad,9,notMarried,White,Female,0,0,33,<=50K
45,HSgrad,9,married,White,Male,0,0,45,<=50K
34,bachelors,13,married,White,Male,0,0,40,>50K
28,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
19,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
26,bachelors,13,notMarried,White,Male,13550,0,50,>50K
48,bachelors,13,married,White,Male,0,0,45,>50K
69,bachelors,13,notMarried,White,Male,0,2282,40,>50K
41,someCollege,10,notMarried,White,Female,0,0,40,<=50K
43,bachelors,13,notMarried,White,Female,0,0,40,<=50K
28,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
65,someCollege,10,notMarried,White,Female,0,0,28,<=50K
31,bachelors,13,notMarried,White,Male,0,1741,38,<=50K
28,bachelors,13,notMarried,White,Female,0,0,40,<=50K
51,bachelors,13,married,White,Male,0,0,40,>50K
45,someCollege,10,notMarried,White,Female,0,0,80,<=50K
43,HSgrad,9,notMarried,Black,Male,0,0,38,<=50K
31,assoc,12,married,White,Male,0,0,60,<=50K
31,someCollege,10,married,White,Male,0,0,55,>50K
45,someCollege,10,married,Asian-Pac-Islander,Male,0,0,40,<=50K
20,bachelors,13,notMarried,Black,Female,0,0,30,<=50K
25,bachelors,13,notMarried,White,Male,0,0,40,<=50K
36,HSgrad,9,notMarried,White,Female,0,0,30,<=50K
31,bachelors,13,notMarried,White,Male,4101,0,50,<=50K
56,someCollege,10,married,White,Male,0,0,45,<=50K
26,bachelors,13,notMarried,White,Male,0,0,18,<=50K
47,someCollege,10,notMarried,White,Female,0,0,65,<=50K
40,HSgrad,9,married,White,Male,0,0,50,<=50K
32,HSgrad,9,married,White,Female,0,0,48,<=50K
34,masters,14,notMarried,Black,Female,0,0,24,<=50K
37,HSgrad,9,married,White,Male,0,0,55,<=50K
38,HSgrad,9,married,White,Male,0,0,45,<=50K
19,assoc,11,notMarried,Asian-Pac-Islander,Male,0,0,16,<=50K
49,nonHSgrad,5,notMarried,White,Female,0,0,40,<=50K
18,HSgrad,9,notMarried,Black,Female,0,0,25,<=50K
26,assoc,12,notMarried,White,Female,0,0,40,<=50K
82,nonHSgrad,4,married,White,Male,0,0,2,<=50K
40,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
28,someCollege,10,notMarried,White,Male,0,0,50,<=50K
23,HSgrad,9,married,Black,Male,0,0,37,<=50K
19,someCollege,10,notMarried,White,Male,0,0,40,<=50K
67,HSgrad,9,notMarried,Black,Male,0,0,32,<=50K
43,bachelors,13,married,White,Male,3103,0,40,>50K
41,assoc,12,notMarried,Other,Female,0,0,50,<=50K
37,assoc,11,notMarried,White,Female,0,0,40,<=50K
20,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
40,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
47,masters,14,notMarried,White,Male,99999,0,50,>50K
40,HSgrad,9,married,White,Male,0,0,40,<=50K
39,bachelors,13,notMarried,White,Female,0,0,40,<=50K
24,someCollege,10,notMarried,Black,Female,0,0,20,<=50K
78,HSgrad,9,married,White,Male,2228,0,32,<=50K
67,assoc,11,notMarried,White,Female,0,0,1,<=50K
49,bachelors,13,married,White,Male,0,0,45,>50K
66,HSgrad,9,notMarried,White,Male,0,0,10,<=50K
52,HSgrad,9,notMarried,White,Female,0,323,40,<=50K
59,HSgrad,9,notMarried,White,Male,0,0,60,<=50K
72,HSgrad,9,notMarried,White,Female,0,0,12,<=50K
35,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
30,bachelors,13,married,White,Female,0,0,40,>50K
36,someCollege,10,notMarried,White,Male,0,0,40,<=50K
26,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
23,bachelors,13,notMarried,White,Male,0,0,35,<=50K
39,bachelors,13,married,White,Male,0,0,40,>50K
40,profSchool,15,married,White,Male,0,0,40,<=50K
29,bachelors,13,notMarried,White,Male,0,0,40,<=50K
38,bachelors,13,notMarried,White,Male,0,0,20,<=50K
63,bachelors,13,notMarried,White,Male,0,0,40,<=50K
58,HSgrad,9,married,White,Male,0,0,40,>50K
30,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
38,HSgrad,9,notMarried,Black,Female,0,0,40,<=50K
25,nonHSgrad,3,notMarried,White,Female,0,0,33,<=50K
44,masters,14,married,White,Male,0,0,40,>50K
43,assoc,11,married,White,Female,0,0,40,>50K
21,someCollege,10,notMarried,White,Male,0,0,30,<=50K
41,assoc,12,notMarried,White,Male,0,0,40,<=50K
38,bachelors,13,married,White,Male,0,0,50,>50K
