age,fnlwgt,education,educationNum,married,race,sex,capitalGain,capitalLoss,hrPerWeek,income
34,242460,5,13,2,5,2,7688,0,40,2
35,411395,3,10,2,5,2,0,0,36,1
53,191025,3,10,1,5,1,0,0,43,1
24,154571,4,11,1,2,2,0,0,50,1
31,208657,3,10,1,5,1,0,0,40,1
25,29599,3,10,2,5,2,0,0,38,1
36,423711,2,9,2,5,2,0,0,45,1
29,122000,3,10,1,5,2,0,0,60,1
37,148581,2,9,2,5,2,0,0,50,2
42,222978,8,16,1,5,1,0,0,45,1
30,149118,2,9,1,5,1,0,0,40,1
32,218407,3,10,1,5,2,0,0,70,1
47,112200,5,13,1,3,2,10520,0,45,2
44,85604,2,9,1,5,2,0,0,40,2
19,111232,2,9,1,5,2,0,0,40,1
22,99199,2,9,2,5,2,0,0,48,1
51,199995,1,5,2,5,2,0,0,50,2
69,122850,2,9,2,5,2,0,0,16,1
73,90557,1,7,2,5,2,0,0,8,1
18,271935,1,7,1,5,1,0,0,20,1
33,361497,2,9,1,5,2,0,0,40,1
22,399020,3,10,1,5,1,0,0,55,1
33,345277,5,13,1,5,1,0,0,45,2
20,55233,3,10,1,5,1,0,0,40,1
28,200515,3,10,2,5,2,0,0,40,1
25,188119,2,9,1,5,1,0,0,40,1
27,176683,2,9,1,5,2,0,0,48,1
22,309178,2,9,1,5,2,0,0,40,1
67,40021,2,9,2,5,2,0,0,35,1
31,49923,2,9,2,5,2,0,0,40,1
36,36635,3,10,1,5,1,0,0,25,1
43,325706,7,15,2,2,2,0,0,50,2
33,124407,5,13,1,5,1,0,0,40,1
37,301568,2,9,2,5,1,0,0,35,2
27,339956,2,9,2,3,2,0,0,60,1
36,176335,3,10,1,5,2,0,0,40,1
33,198452,4,12,1,5,1,0,0,45,1
63,213945,5,13,2,5,2,15024,0,40,2
48,171807,5,13,1,5,1,0,0,56,2
25,362826,2,9,1,5,2,0,0,45,1
41,344329,2,9,2,5,2,0,0,10,1
26,137678,2,9,1,5,2,0,0,40,1
23,175424,3,10,1,3,1,0,0,40,1
33,73296,2,9,1,3,1,1831,0,40,1
30,137613,6,14,2,2,2,0,0,17,1
67,354405,2,9,1,5,1,0,0,20,1
32,130057,2,9,2,5,2,0,0,55,2
48,362883,2,9,1,5,2,0,0,60,2
51,49017,2,9,1,5,1,0,0,24,1
39,149943,6,14,1,2,2,0,0,40,1
40,99185,5,13,2,5,2,0,0,60,1
40,294708,2,9,2,3,2,0,0,40,2
19,228238,2,9,1,5,2,0,0,40,1
28,156819,2,9,1,5,1,0,0,36,1
47,332727,5,13,2,5,2,0,0,60,2
20,289944,3,10,1,5,1,0,0,20,1
41,116103,2,9,1,5,2,914,0,40,1
29,24153,3,10,2,1,1,0,0,40,1
40,273425,5,13,2,5,2,0,0,50,2
61,231183,2,9,1,5,1,0,0,40,1
25,313930,1,7,1,5,2,0,0,40,1
26,114483,2,9,2,5,2,0,0,40,1
43,162108,5,13,1,5,1,0,0,40,1
17,168807,1,4,1,5,2,0,0,45,1
43,143828,6,14,1,3,1,9562,0,40,2
73,242769,2,9,2,5,2,3471,0,40,1
46,111558,3,10,1,5,1,0,0,40,1
19,69770,3,10,1,5,2,0,0,20,1
37,291981,2,9,1,5,2,0,0,40,1
26,102460,3,10,2,5,2,0,0,40,1
47,151584,2,9,1,5,2,0,1876,40,1
47,287320,6,14,1,5,2,0,0,40,1
29,115677,5,13,1,5,2,0,0,40,1
29,239632,2,9,1,5,1,0,0,40,1
33,409172,5,13,2,5,2,0,0,55,1
20,186849,2,9,1,5,2,0,0,40,1
28,118861,1,6,2,4,1,0,0,48,1
26,142689,5,13,1,5,2,0,0,45,1
41,170924,6,14,2,5,2,0,0,40,1
67,274451,1,4,2,5,2,0,0,40,1
43,153489,5,13,2,5,2,0,0,50,1
35,186489,1,5,2,5,2,0,0,46,1
18,192409,1,8,1,5,1,0,0,25,1
55,337599,3,10,1,5,2,0,0,40,1
44,195545,2,9,1,3,1,0,0,40,1
64,61892,2,9,1,5,1,0,0,15,1
34,175697,4,11,2,5,2,0,0,75,1
38,80303,3,10,2,5,2,0,0,60,2
25,419658,2,9,1,5,1,0,0,8,1
21,319163,3,10,1,3,2,0,0,40,1
37,126743,1,2,2,5,2,0,0,53,1
39,301568,3,10,1,5,1,0,0,40,1
34,120461,3,10,1,5,1,0,0,50,1
23,268145,5,13,1,5,1,0,0,45,1
54,257337,3,10,2,5,2,0,0,40,2
49,213354,6,14,1,5,2,0,0,70,2
25,303431,2,9,2,5,1,0,0,40,1
51,124963,4,12,2,5,2,0,0,50,1
29,158218,2,9,1,5,2,0,0,35,1
27,553473,5,13,2,3,1,0,0,48,1
53,46155,2,9,2,5,1,0,0,40,1
68,138714,5,13,2,5,2,0,0,55,2
56,231781,2,9,2,5,2,0,0,40,2
30,496414,8,16,1,5,2,0,0,40,1
24,19410,2,9,1,1,1,0,0,48,1
70,28471,1,5,1,5,1,0,0,25,1
24,185821,3,10,1,5,1,0,0,40,1
74,272667,4,12,1,5,1,0,0,20,1
23,194031,3,10,1,5,1,0,0,25,1
41,144995,6,14,2,5,2,0,0,55,1
45,162494,2,9,1,5,1,0,0,19,1
35,171968,2,9,2,5,2,0,0,40,1
21,232569,2,9,1,5,2,0,0,40,1
45,161819,1,7,1,3,1,0,0,25,1
18,123343,1,7,1,5,1,0,0,30,1
49,105449,5,13,1,5,2,0,0,25,1
49,181717,4,11,1,5,1,0,0,36,1
45,102359,5,13,2,5,2,0,0,37,1
27,72887,2,9,1,2,2,0,0,40,1
28,154571,3,10,2,2,2,0,0,40,1
35,255191,5,13,2,5,2,0,0,45,2
33,174789,3,10,1,5,2,0,0,40,1
35,110402,1,7,2,5,2,0,0,35,1
19,208513,2,9,1,5,2,0,0,40,1
33,121904,3,10,1,5,1,0,0,28,1
28,34335,2,9,1,1,2,14084,0,40,2
49,59380,3,10,2,5,1,0,0,40,1
61,135285,2,9,2,5,2,0,2603,32,1
39,126675,3,10,2,5,2,0,0,25,1
22,217363,2,9,1,5,1,0,0,40,1
42,91836,1,6,2,5,2,0,0,40,1
22,184813,3,10,1,5,2,0,0,40,1
18,178142,2,9,1,5,2,0,0,40,1
49,102359,1,5,1,5,2,0,2231,40,2
33,281832,8,16,2,5,2,0,0,40,2
28,96226,2,9,2,5,2,0,0,45,1
42,195124,1,4,2,5,2,0,0,35,1
20,56322,3,10,1,5,2,2176,0,25,1
50,97449,3,10,2,5,2,0,0,48,1
32,339773,3,10,2,5,2,0,0,40,2
31,210926,2,9,1,5,1,0,0,40,1
29,199499,4,11,1,3,2,0,0,40,1
46,190729,3,10,2,5,2,0,0,40,1
32,191385,8,16,1,5,2,0,0,77,1
61,193479,2,9,1,5,1,0,0,24,1
43,225165,1,7,2,5,2,0,0,55,1
35,346766,2,9,1,5,1,0,0,40,1
39,152307,5,13,2,5,2,0,0,40,1
18,79990,1,7,1,5,2,0,0,35,1
42,170649,3,10,2,5,2,0,0,60,1
23,197207,5,13,1,5,1,0,0,40,1
32,229732,5,13,2,5,2,0,0,45,1
52,204402,2,9,2,5,2,0,0,85,2
36,181065,4,12,2,5,2,0,0,40,2
38,179579,3,10,2,5,2,0,0,50,2
50,237729,2,9,1,5,1,0,2444,72,2
23,164574,4,12,1,5,2,0,0,40,1
71,179574,7,15,2,5,2,0,0,12,2
27,191782,2,9,1,3,1,0,0,30,1
56,146660,2,9,2,5,2,0,0,60,1
28,115945,3,10,1,5,2,0,0,40,1
45,210875,2,9,2,5,2,0,0,40,1
28,137898,2,9,2,5,1,0,0,40,1
28,216965,3,10,2,5,2,0,0,40,1
18,201554,3,10,1,5,1,0,0,15,1
62,57970,1,4,1,5,2,0,0,40,1
35,208378,1,8,1,5,1,0,0,40,1
39,61343,1,6,2,5,2,0,0,60,1
24,283872,3,10,1,3,2,0,0,20,1
58,225603,1,5,1,3,2,0,0,40,1
48,401333,2,9,1,5,2,0,0,40,1
57,278228,5,13,2,5,2,0,0,50,2
31,145377,5,13,2,5,2,0,0,60,1
25,120238,2,9,2,5,2,0,0,40,1
34,187215,5,13,2,5,1,15024,0,36,2
29,144063,1,4,2,5,2,0,0,72,1
38,238721,4,12,1,3,1,0,0,40,1
21,164920,3,10,1,5,1,0,0,40,1
34,152493,2,9,2,5,2,0,0,70,1
50,92968,5,13,1,5,1,0,0,32,1
50,136836,2,9,1,3,1,0,0,40,1
49,216453,4,11,1,3,1,0,0,45,1
30,349148,5,13,1,5,2,0,0,70,1
29,309620,6,14,2,2,2,0,0,20,1
22,347803,3,10,1,4,2,0,0,20,1
42,85995,2,9,2,5,2,0,0,50,1
19,167428,3,10,1,5,2,0,0,40,1
31,164569,3,10,1,5,1,0,0,48,1
42,308279,5,13,2,5,2,0,0,21,1
20,56322,3,10,1,5,2,0,0,20,1
51,203015,2,9,2,5,2,0,0,40,1
50,211654,1,6,2,5,2,0,0,40,2
27,120126,1,5,1,5,2,0,0,40,1
26,239043,1,7,1,5,2,0,0,40,1
61,179761,2,9,2,5,2,0,0,40,2
20,312017,3,10,1,5,2,0,0,40,1
51,257485,3,10,2,5,2,0,0,40,2
52,49243,2,9,2,5,2,0,0,40,1
33,229716,2,9,1,5,2,0,0,38,1
31,341672,5,13,2,2,2,0,0,60,1
24,32311,3,10,2,5,1,0,0,40,1
56,275236,5,13,2,5,2,0,0,40,1
19,400356,3,10,1,5,2,0,0,40,1
29,184596,1,7,2,5,2,3942,0,50,1
18,186909,2,9,1,5,1,1055,0,30,1
43,152420,3,10,2,3,2,0,0,50,1
43,261929,8,16,2,5,2,25236,0,64,2
21,235442,2,9,2,5,2,0,0,40,1
51,161691,2,9,2,5,1,0,0,40,1
20,173945,1,7,2,5,1,0,0,39,1
41,355918,3,10,2,5,2,0,0,65,2
45,198660,3,10,2,5,2,0,0,40,2
20,122649,2,9,1,5,1,0,0,30,1
28,421967,5,13,2,5,1,0,0,60,2
50,259377,6,14,2,5,1,15024,0,40,2
47,74305,5,13,1,5,2,0,0,40,1
80,34340,1,4,1,5,2,0,0,35,1
47,182752,2,9,2,5,1,0,0,35,1
19,48393,3,10,1,5,2,0,0,84,1
45,34248,2,9,2,5,2,0,0,50,1
17,186677,1,7,1,5,2,0,0,12,1
37,167851,2,9,2,5,2,0,0,50,1
27,146460,3,10,1,5,1,0,0,40,1
17,209650,1,8,1,5,2,0,0,16,1
18,132986,2,9,1,5,2,0,0,40,1
57,94429,2,9,2,5,2,0,0,40,1
26,252406,2,9,1,5,1,0,0,40,1
26,174592,6,14,1,5,1,0,0,40,1
36,151322,5,13,2,5,2,0,0,45,2
51,37237,2,9,2,5,2,0,0,80,2
38,101192,3,10,1,5,2,0,0,40,1
77,152900,1,3,2,5,2,0,0,20,1
51,94081,2,9,1,5,2,0,0,40,2
24,329408,1,7,1,5,2,0,0,40,1
35,106028,2,9,1,5,2,0,0,65,1
35,164866,1,6,1,5,2,0,0,99,1
51,167793,5,13,2,5,2,15024,0,40,2
28,138692,5,13,2,5,2,0,0,40,2
37,173968,2,9,2,5,2,0,0,40,1
43,228320,2,9,2,5,2,0,0,40,1
23,96585,2,9,1,5,2,0,0,30,1
42,156580,5,13,2,5,1,0,0,40,1
58,210673,3,10,2,5,1,0,0,40,2
52,137753,2,9,2,3,1,0,0,20,1
29,29865,2,9,1,1,1,0,0,50,1
27,196044,3,10,2,5,2,0,0,60,1
28,308995,3,10,1,3,1,0,0,40,1
59,159008,4,12,2,5,2,7298,0,20,2
28,362491,2,9,1,5,2,0,0,40,1
24,94395,3,10,1,5,2,0,0,40,1
20,320047,1,6,2,5,2,0,0,40,1
54,98535,5,13,2,5,2,0,0,40,2
65,183170,2,9,1,5,2,0,0,25,1
18,331511,3,10,1,5,2,0,0,30,1
38,195686,3,10,2,5,2,0,0,40,2
29,178244,2,9,2,5,2,0,0,40,1
27,127833,2,9,1,3,1,0,0,40,1
36,269722,6,14,2,5,2,0,0,40,1
55,136819,2,9,2,5,2,0,0,40,1
22,205604,1,3,1,5,2,0,0,30,1
28,132078,5,13,1,5,1,0,0,40,1
20,234880,3,10,1,5,1,0,0,30,1
24,196816,5,13,2,5,2,3908,0,40,1
36,237943,6,14,2,5,2,15024,0,50,2
68,140852,2,9,2,5,2,0,0,40,1
49,105614,2,9,1,5,2,0,0,50,2
18,83492,1,4,1,5,2,0,0,40,1
50,225772,8,16,1,5,1,0,0,60,2
37,242713,1,8,1,3,1,0,0,40,1
60,355865,6,14,2,5,2,0,0,50,2
43,173316,3,10,2,5,2,0,0,40,1
43,35662,8,16,2,5,1,0,0,70,2
17,297246,1,7,1,5,1,0,0,9,1
43,108945,3,10,1,5,1,0,0,50,1
39,112158,3,10,2,5,2,0,0,26,1
21,57298,3,10,1,5,1,0,0,15,1
42,115323,8,16,1,5,2,0,0,7,1
48,164582,3,10,2,5,2,7298,0,60,2
56,295067,5,13,1,5,2,14084,0,45,2
21,177265,4,12,1,5,1,0,0,30,1
28,336543,4,12,2,2,2,0,0,40,2
39,52870,2,9,2,5,2,0,0,40,2
40,316820,1,4,2,5,2,4064,0,40,1
38,200153,4,12,1,5,2,0,0,40,1
59,453067,3,10,2,5,2,0,0,36,2
51,27166,2,9,2,5,2,0,0,40,1
19,299598,2,9,1,5,2,0,0,16,1
23,122048,2,9,1,5,1,0,0,40,1
31,345277,5,13,1,5,1,0,0,40,1
42,113147,4,12,2,3,2,0,0,40,1
43,34007,2,9,2,5,2,0,0,40,2
45,255014,3,10,2,5,2,0,0,55,2
34,152667,3,10,2,5,2,0,0,35,1
21,231053,2,9,1,5,2,0,0,30,1
34,103651,3,10,2,5,2,0,0,40,2
55,124137,3,10,2,5,2,0,0,40,2
30,198183,4,11,1,5,1,0,0,40,1
29,183627,2,9,2,5,2,3137,0,48,1
19,466458,3,10,1,5,1,0,0,20,1
45,114396,5,13,1,5,2,0,0,35,1
42,186376,5,13,2,2,2,0,0,72,2
32,290964,5,13,1,5,1,0,1590,40,1
90,282095,3,10,2,5,2,0,0,40,1
44,244974,5,13,2,5,2,0,0,44,2
34,114691,2,9,2,5,2,0,0,40,2
35,107160,1,8,1,5,1,0,0,30,1
39,142573,3,10,1,5,2,0,0,25,1
29,203833,5,13,1,3,2,0,0,40,1
24,47791,2,9,1,5,1,0,0,32,1
49,133729,3,10,2,5,2,0,0,17,1
52,135339,3,10,2,2,2,0,0,40,2
54,135803,5,13,2,2,2,15024,0,60,2
31,128591,1,5,1,5,2,0,0,40,1
44,133853,3,10,1,5,1,0,0,50,1
18,137363,3,10,1,5,1,0,0,30,1
27,243569,2,9,2,5,2,0,0,40,1
24,119156,2,9,1,5,2,0,0,40,1
30,391114,2,9,2,5,2,0,0,60,1
27,252506,3,10,1,5,1,0,0,40,1
34,117503,5,13,2,5,2,0,0,20,1
25,117833,3,10,2,5,1,0,0,19,1
39,294183,2,9,1,5,1,0,0,40,1
28,394927,3,10,2,5,2,0,0,40,2
51,259323,2,9,2,5,2,0,0,70,1
21,207988,2,9,2,5,1,0,0,35,1
33,96635,3,10,1,2,2,0,0,26,1
27,192283,4,11,1,5,1,0,0,38,1
29,214881,2,9,1,5,2,0,0,40,1
33,167474,1,6,2,5,2,0,0,40,1
37,110713,2,9,2,5,2,0,0,50,2
20,201204,2,9,1,5,2,0,0,40,1
24,197666,5,13,1,5,1,0,0,40,1
29,162002,2,9,1,5,1,0,0,35,1
31,263561,5,13,2,5,2,0,2246,45,2
41,224799,3,10,2,5,2,0,0,40,1
42,89942,3,10,2,5,2,0,0,40,1
20,238685,3,10,1,5,1,0,0,30,1
54,38795,1,5,1,5,2,0,0,40,1
55,90414,5,13,2,5,1,0,0,55,1
21,190805,2,9,2,5,2,0,0,32,1
52,23780,4,11,2,5,2,0,1977,45,2
19,285263,2,9,1,5,2,0,0,40,1
33,177331,4,11,2,3,2,0,0,40,1
22,347530,2,9,1,3,1,0,0,35,1
59,230039,2,9,1,5,1,0,625,38,1
17,210547,1,6,1,5,2,0,0,40,1
31,204752,1,8,1,5,2,0,0,32,1
74,104001,2,9,2,5,2,0,0,40,2
45,253116,1,6,1,3,1,0,0,40,1
36,169037,2,9,1,5,1,0,0,40,1
35,202027,3,10,1,5,2,0,0,60,1
45,170099,3,10,1,5,2,0,0,40,1
42,212847,2,9,1,5,2,0,0,85,1
50,307392,6,14,1,5,1,0,0,40,1
39,233428,2,9,1,5,1,0,0,40,1
44,355728,3,10,1,5,2,0,1980,45,1
52,177995,1,2,2,5,2,0,0,56,2
24,283613,5,13,1,5,2,0,0,43,1
56,184598,1,5,2,5,2,0,0,99,1
27,185647,2,9,2,5,2,0,0,50,2
47,192894,5,13,2,5,2,0,1902,45,2
40,284706,7,15,2,1,2,0,1977,60,2
38,179579,2,9,1,5,2,0,0,40,1
27,131679,4,11,1,5,1,0,0,40,1
52,132973,2,9,1,5,1,0,0,38,1
22,154713,2,9,1,5,2,0,0,40,1
41,121718,3,10,2,5,2,0,0,40,1
30,255279,2,9,1,5,1,0,0,20,1
55,202559,5,13,2,2,2,0,0,35,1
25,123095,3,10,1,5,2,0,1590,40,1
32,153326,5,13,2,5,2,0,0,40,1
28,75695,3,10,1,5,1,0,0,60,1
33,206609,2,9,2,5,2,0,0,50,1
17,234780,2,9,1,3,2,0,0,40,1
27,178778,2,9,2,5,2,0,0,40,1
55,171355,4,11,2,5,2,0,0,20,1
63,95680,3,10,2,5,2,0,0,18,2
39,196673,2,9,2,5,1,5013,0,40,1
51,73670,8,16,2,5,2,4386,0,52,2
67,139960,1,4,2,5,2,0,0,40,1
41,397280,5,13,2,5,2,0,0,72,1
27,60374,2,9,1,5,1,0,1594,26,1
54,421561,6,14,2,5,2,0,0,45,2
59,245196,1,6,2,3,2,0,0,40,2
18,27620,2,9,1,5,1,0,0,25,1
19,187570,2,9,1,5,2,0,0,20,1
31,102884,2,9,2,5,2,0,0,50,1
17,228399,1,7,1,5,1,0,0,7,1
42,340234,2,9,2,2,2,15024,0,40,2
37,176293,3,10,2,5,1,0,0,30,1
51,108435,2,9,2,5,2,0,0,40,1
48,161187,2,9,1,5,1,2463,0,40,1
23,278391,2,9,1,5,2,0,0,40,1
27,157941,4,11,2,5,2,0,0,45,1
25,182866,2,9,1,5,2,0,0,40,1
69,370888,4,12,1,5,1,2964,0,6,1
30,206512,5,13,1,5,2,0,0,44,1
33,357954,2,9,2,5,2,0,0,35,1
28,189346,2,9,1,5,2,0,0,48,1
45,234652,1,3,2,5,2,0,0,40,1
25,113436,3,10,1,5,2,0,0,15,1
37,204145,4,11,2,5,2,0,0,45,2
59,157305,1,1,1,5,2,0,0,40,1
26,104045,2,9,1,5,1,0,0,30,1
48,280422,3,10,1,5,1,0,0,25,1
64,173754,2,9,2,5,2,0,0,40,1
39,211154,5,13,2,5,2,0,0,50,1
24,321435,5,13,1,5,2,0,0,40,1
40,177083,6,14,1,5,1,0,0,35,1
46,178829,6,14,2,5,2,0,0,70,2
35,287658,3,10,2,3,2,0,0,40,2
43,209894,2,9,2,5,1,0,0,40,2
31,334744,2,9,1,5,2,0,0,40,1
22,306967,3,10,1,5,1,0,0,25,1
35,52187,3,10,1,5,2,0,0,30,1
35,101978,2,9,1,5,2,0,0,50,1
35,483530,3,10,1,5,1,0,0,40,1
40,77357,7,15,2,5,2,0,0,40,2
50,149770,6,14,1,5,1,0,0,40,1
48,328606,7,15,1,5,2,14084,0,63,2
70,172652,6,14,2,5,2,0,0,8,1
46,188293,2,9,1,5,1,0,0,40,1
36,116608,2,9,1,5,1,0,0,38,1
37,348960,5,13,2,5,2,0,0,36,2
24,329530,1,5,2,5,2,0,0,45,1
47,93476,5,13,1,5,1,0,0,70,1
35,195744,2,9,1,5,2,0,0,50,1
43,125833,5,13,2,2,2,0,0,40,1
18,191117,1,7,1,5,2,0,0,20,1
54,311020,2,9,2,5,2,0,0,50,1
62,210464,2,9,1,3,1,0,0,38,1
36,135289,5,13,2,5,2,0,0,48,2
27,156266,1,5,2,1,2,0,0,40,1
23,154210,3,10,1,2,2,0,0,14,1
61,160625,5,13,2,5,2,4386,0,15,2
39,331481,5,13,1,3,2,0,1669,60,1
33,249249,1,3,2,5,2,0,0,50,2
28,261725,1,2,1,5,1,0,0,40,1
22,239612,2,9,1,5,2,0,0,20,1
31,226696,4,11,2,5,2,0,0,60,2
26,190330,5,13,1,5,2,0,0,30,1
44,193755,5,13,1,5,2,0,0,50,2
73,192740,5,13,2,5,2,0,0,30,1
44,201924,5,13,1,5,1,0,0,35,1
35,77146,4,11,1,5,2,0,0,45,1
33,126414,5,13,2,5,1,0,0,40,1
27,43652,5,13,1,5,1,0,0,40,1
47,227244,5,13,2,3,2,0,0,50,2
29,160731,2,9,2,5,2,0,0,45,2
33,287878,3,10,2,5,1,0,0,26,1
50,166758,3,10,1,5,1,0,0,15,1
32,183811,2,9,2,5,2,2829,0,40,1
41,254818,6,14,1,5,2,0,0,40,1
19,220517,3,10,1,5,1,0,0,35,1
45,295046,2,9,2,5,2,0,0,60,2
65,190568,2,9,1,5,1,0,810,36,1
42,211915,3,10,1,5,1,0,0,40,1
33,295621,5,13,2,3,2,0,0,25,2
32,204567,5,13,2,5,2,99999,0,60,2
42,204235,3,10,2,5,2,0,0,40,2
49,186982,3,10,1,5,1,0,0,45,2
38,133586,2,9,2,5,2,0,0,45,1
38,165930,3,10,2,5,2,0,0,50,1
37,164898,3,10,2,5,2,0,0,52,1
24,278155,3,10,1,5,2,0,0,30,1
27,115705,3,10,1,5,2,0,0,50,1
25,150553,1,5,2,2,1,0,0,40,1
29,185127,2,9,2,5,2,0,0,50,1
46,201595,2,9,2,5,2,0,0,70,1
44,165815,2,9,2,5,2,0,0,96,1
26,102420,5,13,1,2,1,0,0,40,1
46,344172,4,12,2,5,2,0,0,49,2
38,222450,3,10,1,5,2,0,0,40,1
38,212245,3,10,2,5,2,0,0,40,1
22,190625,5,13,2,5,2,0,0,20,1
33,203488,3,10,1,5,2,0,0,40,1
50,304260,4,12,1,2,2,0,0,40,1
31,243665,2,9,2,5,2,0,0,41,2
26,189238,3,10,1,5,1,0,0,4,1
42,77373,3,10,2,5,2,0,0,38,1
27,410351,2,9,2,5,2,0,0,40,1
34,36385,6,14,2,5,2,0,0,45,2
64,110150,2,9,2,5,2,0,0,40,1
43,198316,3,10,2,5,2,0,0,40,1
39,127772,2,9,2,5,2,0,0,40,1
47,199058,7,15,1,5,2,0,0,40,2
56,285730,6,14,1,5,2,0,0,66,1
25,334133,6,14,1,5,2,0,0,20,1
60,97030,5,13,1,5,1,0,0,35,1
52,67090,2,9,2,5,2,0,0,44,1
43,397963,2,9,1,5,2,594,0,16,1
46,182533,5,13,1,2,1,0,0,40,1
19,560804,3,10,1,5,1,0,0,30,1
56,365050,1,4,1,3,1,0,0,20,1
22,110200,5,13,1,5,2,0,0,40,1
28,150025,1,7,1,5,2,0,0,40,1
39,299828,1,3,1,3,1,0,0,30,1
28,109282,3,10,1,5,2,0,0,40,1
31,103435,5,13,2,5,2,0,0,50,2
22,34747,2,9,1,5,1,0,0,35,1
39,137522,2,9,2,2,2,0,0,40,2
39,286789,5,13,2,5,2,0,0,40,2
28,211032,1,7,1,5,2,0,0,40,1
67,192916,2,9,2,5,2,3818,0,11,1
31,219318,2,9,1,5,1,0,0,35,1
50,112873,5,13,2,5,2,0,0,40,1
34,36069,2,9,2,5,2,3908,0,46,1
48,73434,2,9,2,5,1,0,0,40,2
51,200576,5,13,1,5,1,0,0,40,1
54,172962,2,9,2,5,2,0,0,40,1
44,44006,4,11,1,5,2,0,0,40,1
20,234474,3,10,1,3,1,0,0,20,1
37,212826,2,9,2,3,2,0,0,40,1
38,234901,3,10,2,5,2,0,0,40,1
59,200700,4,12,2,3,2,0,0,40,1
59,41258,5,13,2,5,2,0,0,50,1
51,249644,3,10,1,5,2,0,0,48,2
60,230165,5,13,2,3,2,0,0,40,1
29,351731,3,10,2,5,2,0,0,40,1
37,114765,3,10,1,5,1,0,0,40,1
42,349884,1,6,2,5,2,0,0,35,1
28,204247,5,13,2,5,2,0,0,50,2
34,143392,2,9,1,5,1,0,0,40,1
50,37913,5,13,2,5,2,0,0,40,2
22,150683,2,9,1,5,2,0,0,24,1
27,207611,2,9,1,5,1,0,0,52,1
45,319666,7,15,1,5,1,0,0,43,1
39,155961,2,9,1,3,1,0,0,38,1
25,117833,5,13,1,5,1,0,0,35,1
63,447079,2,9,1,5,2,0,0,15,1
24,142404,5,13,2,5,2,0,0,40,2
18,155752,2,9,1,5,1,0,0,30,1
19,252292,2,9,1,5,2,0,0,40,1
23,111450,1,8,1,3,2,0,0,38,1
20,528616,1,3,1,5,2,0,0,40,1
17,228786,1,6,1,5,1,0,0,24,1
63,80572,5,13,2,5,2,0,0,40,2
28,180271,5,13,2,5,2,0,0,65,2
51,237819,5,13,2,5,2,0,0,50,2
29,157612,5,13,1,5,1,3325,0,45,1
64,379062,3,10,1,5,1,0,0,12,1
17,191910,1,6,1,5,2,0,0,25,1
45,326064,3,10,1,3,1,6497,0,35,1
18,312353,1,8,1,3,2,0,0,20,1
31,213307,2,9,1,5,1,0,0,40,1
48,209057,5,13,2,5,2,0,0,50,2
41,340148,3,10,1,5,1,0,0,45,1
65,154171,7,15,2,5,2,20051,0,60,2
27,94064,4,11,1,5,2,0,0,40,1
39,119098,4,11,2,5,2,0,0,40,1
51,388496,3,10,1,5,2,0,0,8,2
49,181363,6,14,2,5,2,0,0,45,2
58,210031,2,9,1,5,2,0,0,40,1
36,206951,5,13,2,5,2,0,1902,45,2
25,485496,2,9,1,3,1,0,0,40,1
41,210259,3,10,1,3,1,0,0,37,1
31,118551,1,5,1,5,1,0,0,40,1
63,180911,1,7,2,5,2,4386,0,37,2
50,242517,5,13,1,5,1,0,0,40,1
63,298113,3,10,1,5,2,0,0,40,1
44,277783,6,14,1,5,2,0,0,99,1
48,155862,2,9,1,5,2,0,0,65,1
51,171924,3,10,2,5,2,0,0,50,1
18,243900,2,9,1,5,1,0,0,15,1
23,231160,3,10,1,5,2,0,0,25,1
31,356882,2,9,2,5,2,5013,0,40,1
38,49020,2,9,2,5,2,0,0,40,1
19,105460,3,10,1,5,2,0,0,20,1
56,157749,3,10,2,5,2,0,0,60,2
31,131568,1,4,1,5,2,0,0,20,1
46,332355,3,10,2,5,2,0,0,40,1
39,204501,6,14,2,5,2,0,0,50,2
56,305767,2,9,2,2,2,0,0,40,1
31,129761,2,9,1,5,1,0,0,40,1
42,130126,5,13,2,5,2,0,1977,40,2
53,102828,2,9,2,5,2,0,0,35,2
18,160984,1,7,1,5,1,0,0,15,1
18,255282,1,7,1,3,2,0,1602,48,1
20,346341,3,10,1,5,1,0,0,35,1
27,285897,2,9,2,5,2,0,1848,45,2
31,356689,5,13,1,5,2,0,0,40,1
52,192386,6,14,2,5,2,5013,0,40,1
46,394860,2,9,2,5,2,0,0,40,1
30,113129,3,10,1,5,2,0,0,24,1
26,55929,5,13,1,5,1,0,0,40,1
48,177018,6,14,2,5,2,0,0,50,2
37,161141,3,10,2,5,2,0,0,40,2
29,309463,1,5,2,5,2,0,0,40,1
49,165468,2,9,2,5,2,7688,0,55,2
24,49218,2,9,1,5,2,0,0,40,1
74,119129,2,9,2,5,2,0,2149,20,1
56,162130,1,3,2,5,2,0,1887,67,2
39,129573,5,13,1,5,2,0,1741,40,1
21,306850,2,9,1,5,2,0,0,40,1
29,135296,5,13,1,5,1,0,2258,45,2
43,187322,2,9,1,5,2,0,0,45,1
23,55674,5,13,1,5,1,2907,0,40,1
26,148298,2,9,1,5,1,0,0,50,1
47,34845,2,9,2,5,2,0,0,60,1
27,200733,2,9,2,5,2,0,0,55,1
45,191858,2,9,2,5,2,0,0,45,2
30,425528,2,9,1,5,2,0,0,70,1
35,44780,3,10,2,5,1,7688,0,20,2
